Name,Price,Vin Number,Vehicle Summary,Top features & Specs
2019 Dodge Charger,"$32,499",2C3CDXCT8KH633364,"26,766 miles, automatic transmission, rear wheel drive, 370 horsepower, gas engine, 16 city / 25 hwy, 5 Seats","Dual-Zone Climate Control, Power Liftgate, Remote Keyless Entry, Remote Start, Steering Wheel Controls, Android Auto, Apple Carplay, Premium Sound System, Wi-Fi Hotspot, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, LED Fog Lights"
2015 Mercedes-Benz B-Class Electric Drive,"$13,590",WDDVP9AB4FJ004731,"40,486 miles, direct drive transmission, front wheel drive, 177 horsepower, electric engine, 85 city / 82 hwy, 5 Seats","Keyless Entry, Bluetooth Wireless, Electronic Stability Control, Parking Sensors"
2019 Volvo XC60,"$39,999",LYV102DMXKB284661,"3,743 miles, automatic transmission, front wheel drive, 250 horsepower, gas engine, 22 city / 29 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Keyless Entry, Navigation System, Remote Start, Seat Memory, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Harman/Kardon Sound System, Wi-Fi Hotspot, Blind Spot Monitor, Collision Warning System, Lane Departure Warning, No pressure, Rear-View Camera, Stability Control, LED Fog Lights"
2018 Ford F-150,"$38,999",1FTEW1E58JFB50726,"44,676 miles, automatic transmission, four wheel drive, 18 city / 23 hwy, 5'7” bed length, 6 Seats","Keyless Entry Keypad, Navigation System, Remote Start, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Halogen Headlights, Trailer Backup Assist"
2016 Chevrolet Camaro,"$24,999",1G1FB1RS7G0170776,"29,761 miles, automatic transmission, rear wheel drive, 335 horsepower, gas engine, 21 city / 30 hwy, 4 Seats","Keyless Entry, Power Doors, Remote Start, Steering Wheel Controls, Handsfree/Bluetooth Integration, Stability Control, Tire Pressure Monitoring System, Fog Lights"
2020 Ram 1500,"$47,499",1C6SRFFT2LN385854,"14,730 miles, automatic transmission, four wheel drive, 395 horsepower, gas engine, 19 city / 24 hwy, 5'7” bed length, 6 Seats","Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Navigation System, Remote Keyless Entry, Remote Start, Steering Wheel Controls, Android Auto, Apple Carplay, Wi-Fi Hotspot, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, LED Fog Lights, Trailer Hitch, Turn Signal Mirrors"
2019 Ram 1500,"$49,499",1C6SRFHT9KN704789,"21,401 miles, automatic transmission, four wheel drive, 395 horsepower, gas engine, 19 city / 24 hwy, 5'7” bed length, 5 Seats","Adaptive Cruise Control, Auto Climate Control, Dual-Zone Climate Control, Heated Steering Wheel, Navigation System, Rain-Sensing Wipers, Rear Heated Seats, Remote Keyless Entry, Remote Start, Seat Memory, Steering Wheel Controls, Android Auto, Apple Carplay, Harman/Kardon Sound System, Wireless Phone Charger, Blind Spot Monitor, Collision Warning System, Lane Departure Warning, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights, Turn Signal Mirrors"
2018 GMC Canyon,"$34,499",1GTG6EEN1J1240846,"42,566 miles, automatic transmission, four wheel drive, 308 horsepower, gas engine, 17 city / 24 hwy, 5'2” bed length, 5 Seats","Auto Climate Control, Heated Seats, Navigation System, Remote Keyless Entry, Remote Start, Steering Wheel Controls, Wireless Phone Charger, Collision Warning System, Lane Departure Warning, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Fog Lights, Heated Mirrors, Trailer Hitch"
2018 Dodge Charger,"$45,499",2C3CDXEJ0JH329245,"20,629 miles, automatic transmission, rear wheel drive, 485 horsepower, gas engine, 15 city / 25 hwy, 5 Seats","Adaptive Cruise Control, Dual-Zone Climate Control, Heated Steering Wheel, Navigation System, Rain-Sensing Wipers, Rear Heated Seats, Remote Keyless Entry, Remote Start, Seat Memory, Steering Wheel Controls, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Harman/Kardon Sound System, Blind Spot Monitor, Collision Warning System, Lane Departure Warning, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights"
2017 Ford Expedition,"$31,499",1FMJK1HT3HEA32695,"64,442 miles, automatic transmission, rear wheel drive, 365 horsepower, gas engine, 15 city / 20 hwy, 8 Seats","Auto Climate Control, Dual-Zone Climate Control, Keyless Entry Keypad, Steering Wheel Controls, Aux Audio Adapter, Smart Device Integration, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights, Roof Rail Crossbars"
2019 Nissan Murano,"$27,499",5N1AZ2MS1KN122062,"13,015 miles, automatic transmission, all wheel drive, 260 horsepower, gas engine, 20 city / 28 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Navigation System, Remote Keyless Entry, Remote Start, Steering Wheel Controls, Android Auto, Apple Carplay, Smart Device Integration, Blind Spot Monitor, Collision Warning System, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Roof Rail Crossbars, Turn Signal Mirrors"
2018 Dodge Charger,"$26,999",2C3CDXHG1JH237013,"40,511 miles, automatic transmission, rear wheel drive, 300 horsepower, gas engine, 19 city / 30 hwy, 5 Seats","Dual-Zone Climate Control, Heated Steering Wheel, Navigation System, Rear Heated Seats, Remote Start, Seat Memory, Steering Wheel Controls, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Premium Sound System, Blind Spot Monitor, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights"
2016 Jeep Wrangler,"$29,999",1C4BJWDG1GL311347,"50,510 miles, automatic transmission, four wheel drive, 16 city / 21 hwy, 5 Seats","Remote Keyless Entry, Steering Wheel Controls, Stability Control, Tire Pressure Monitoring System, Fog Lights, Heated Mirrors"
2020 Ram 1500,"$48,499",1C6SRFJT0LN293911,"12,719 miles, automatic transmission, four wheel drive, 395 horsepower, gas engine, 19 city / 24 hwy, 5'7” bed length, 6 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Navigation System, Rain-Sensing Wipers, Remote Keyless Entry, Remote Start, Steering Wheel Controls, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Subwoofer, Wi-Fi Hotspot, Blind Spot Monitor, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights, Trailer Wiring, Turn Signal Mirrors"
2017 Lexus RX 350,"$35,499",2T2BZMCA0HC130576,"24,396 miles, automatic transmission, all wheel drive, 295 horsepower, gas engine, 19 city / 26 hwy, 5 Seats","Adaptive Cruise Control, Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Navigation System, Power Doors, Rain-Sensing Wipers, Remote Keyless Entry, Seat Memory, Steering Wheel Controls, Handsfree/Bluetooth Integration, Blind Spot Monitor, Lane Departure Warning, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Roof Rail Crossbars, Turn Signal Mirrors"
2019 Mercedes-Benz A-Class,"$36,999",WDD3G4EB7KW023842,"12,934 miles, automated manual transmission, front wheel drive, 188 horsepower, gas engine, 24 city / 35 hwy, 5 Seats","Dual-Zone Climate Control, Heated Seats, Keyless Entry, Navigation System, Rain-Sensing Wipers, Remote Start, Seat Memory, Steering Wheel Controls, Aux Audio Adapter, Burmester Sound System, Smart Device Integration, Blind Spot Monitor, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Turn Signal Mirrors"
2018 Ford Explorer,"$33,499",1FM5K8F82JGB62227,"51,547 miles, automatic transmission, all wheel drive, 290 horsepower, flex-fuel (FFV) engine, 18 city / 25 hwy, 7 Seats","Adaptive Cruise Control, Auto Climate Control, Cooled Seats, Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Keyless Entry Keypad, Navigation System, Rain-Sensing Wipers, Remote Start, Seat Memory, Steering Wheel Controls, Blind Spot Monitor, Collision Warning System, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights, Roof Rack, Turn Signal Mirrors"
2017 Mazda 3,"$17,990",3MZBN1V72HM112259,"54,070 miles, automatic transmission, front wheel drive, 28 city / 37 hwy, 5 Seats","Heated Seats, Keyless Entry, Power Trunk Release, Tilt & Telescoping Wheel, Bluetooth Wireless, Blind-Spot Monitor, Dynamic Stability Control"
2019 Chevrolet Silverado 1500,"$54,499",1GCUYHEL3KZ238757,"13,349 miles, automatic transmission, four wheel drive, 420 horsepower, gas engine, 16 city / 22 hwy, 5'10” bed length, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Steering Wheel, Navigation System, Rear Heated Seats, Remote Keyless Entry, Remote Start, Seat Memory, Steering Wheel Controls, Android Auto, Apple Carplay, Subwoofer, Wi-Fi Hotspot, Wireless Phone Charger, Blind Spot Monitor, Lane Departure Warning, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights, Trailer Brake Controller"
2020 Chevrolet Silverado 2500HD,"$61,499",1GC4YNEY4LF312913,"25,663 miles, automatic transmission, four wheel drive, 445 horsepower, diesel engine, 6'10” bed length, 6 Seats","Steering Wheel Controls, Handsfree/Bluetooth Integration, Wi-Fi Hotspot, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Trailer Brake Controller"
2018 Subaru Forester,"$25,499",JF2SJAWC7JH579537,"37,508 miles, automatic transmission, all wheel drive, 170 horsepower, gas engine, 26 city / 32 hwy, 5 Seats","Adaptive Cruise Control, Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Keyless Entry, Navigation System, Seat Memory, Steering Wheel Controls, Harman/Kardon Sound System, Smart Device Integration, Blind Spot Monitor, Collision Warning System, Lane Departure Warning, Rear-View Camera, Tire Pressure Monitoring System, Adaptive Headlights, Heated Mirrors, Roof Rails, Turn Signal Mirrors"
2019 BMW 4 Series Gran Coupe,"$32,999",WBA4J5C58KBM66847,"35,285 miles, automatic transmission, rear wheel drive, 322 horsepower, gas engine, 21 city / 32 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Navigation System, Rain-Sensing Wipers, Seat Memory, Steering Wheel Controls, Handsfree/Bluetooth Integration, Harman/Kardon Sound System, Blind Spot Monitor, Front Parking Sensors, Lane Departure Warning, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights, Turn Signal Mirrors"
2018 Mercedes-Benz S-Class,"$54,499",WDDUG8DB7JA393181,"53,723 miles, automatic transmission, rear wheel drive, 463 horsepower, gas engine, 17 city / 27 hwy, 5 Seats","Dual-Zone Climate Control, Heated Seats, Keyless Entry, Navigation System, Rain-Sensing Wipers, Seat Memory, Steering Wheel Controls, Burmester Sound System, Rear-View Camera, Tire Pressure Monitoring System, Turn Signal Mirrors"
2015 Ford Mustang,"$23,999",1FA6P8TH1F5433527,"7,412 miles, manual transmission, rear wheel drive, 22 city / 31 hwy, 4 Seats","Remote Keyless Entry, Steering Wheel Controls, Handsfree/Bluetooth Integration, Rear Parking Sensors, Rear-View Camera, Tire Pressure Monitoring System, Automatic Headlights"
2016 Chevrolet Corvette,"$52,999",1G1YK2D76G5121248,"15,718 miles, automatic transmission, rear wheel drive, 17 city / 29 hwy, 2 Seats","Cooled Seats, Heated Seats, Navigation System, Remote Start, Seat Memory, Aux Audio Adapter, Handsfree/Bluetooth Integration, Head-Up Display, No pressure, Rear-View Camera"
2019 Jeep Grand Cherokee,"$36,499",1C4RJFBG8KC554020,"21,537 miles, automatic transmission, four wheel drive, 295 horsepower, gas engine, 18 city / 25 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Keyless Entry, Navigation System, Power Liftgate, Rain-Sensing Wipers, Remote Start, Seat Memory, Steering Wheel Controls, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Subwoofer, Wi-Fi Hotspot, Blind Spot Monitor, No pressure, Rear Parking Sensors, Rear-View Camera, Stability Control, Heated Mirrors, LED Fog Lights, Roof Rails, Trailer Hitch, Turn Signal Mirrors"
2017 Ford Mustang,"$33,499",1FA6P8CF9H5319423,"4,635 miles, manual transmission, rear wheel drive, 15 city / 25 hwy, 4 Seats","Keyless Entry, Steering Wheel Controls, Blind Spot Monitor, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, LED Fog Lights"
2019 GMC Sierra 1500,"$49,999",3GTU9DED4KG256019,"20,357 miles, automatic transmission, four wheel drive, 355 horsepower, gas engine, 15 city / 21 hwy, 5'10” bed length, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Steering Wheel, Keyless Entry, Navigation System, Rear Heated Seats, Remote Start, Seat Memory, Steering Wheel Controls, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Wi-Fi Hotspot, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Fog Lights, Heated Mirrors, Max Trailering Package, Turn Signal Mirrors"
2019 INFINITI QX50,"$36,590",3PCAJ5M30KF104530,"32,205 miles, automatic transmission, all wheel drive, 268 horsepower, gas engine, 24 city / 30 hwy, 5 Seats","Heated Seats, Navigation System, Power Liftgate, Push Button Start, Tilt & Telescoping Wheel, Bluetooth Wireless, F&R Parking Sensors, Fog Lights"
2018 Porsche Macan,"$45,999",WP1AB2A5XJLB35134,"56,372 miles, automated manual transmission, all wheel drive, 340 horsepower, gas engine, 17 city / 23 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Keyless Entry, Navigation System, Rear Heated Seats, Seat Memory, Steering Wheel Controls, Handsfree/Bluetooth Integration, Front Parking Sensors, No pressure, Rear-View Camera, Stability Control, Fog Lights, Roof Rails, Turn Signal Mirrors"
2018 Toyota Tundra,"$44,999",5TFAY5F12JX744833,"23,113 miles, automatic transmission, four wheel drive, 381 horsepower, gas engine, 13 city / 17 hwy, 5'7” bed length, 5 Seats","3-Point Seat Belts, 4-Wheel Disc Brakes, 8 Airbags, AM/FM, Adaptive Cruise Control, Adjustable Seats, Air Conditioning, Alloy Wheels, Anti-Lock Brakes, Auto Climate Control, Automatic Headlights, Blind Spot Monitor, CD (Single Disc), Collision Warning System, CrewMax Cab, Double Wishbone Front Suspension, Dual-Zone Climate Control, Front Bucket Seats, Front and Rear Stabilizer Bar, Handsfree/Bluetooth Integration"
2019 Ford F-150,"$31,999",1FTEW1C44KKE60388,"63,208 miles, automatic transmission, rear wheel drive, 375 horsepower, gas engine, 19 city / 25 hwy, 5'7” bed length, 5 Seats","Keyless Entry Keypad, Navigation System, Remote Start, Wi-Fi Hotspot, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Trailer Backup Assist"
2018 Kia Cadenza,"$24,499",KNALC4J13J5114269,"27,003 miles, automatic transmission, front wheel drive, 290 horsepower, gas engine, 20 city / 28 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Keyless Entry, Navigation System, Steering Wheel Controls, Android Auto, Apple Carplay, Harman/Kardon Sound System, Smart Device Integration, Blind Spot Monitor, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Turn Signal Mirrors"
2020 Mercedes-Benz GLB-Class,"$40,499",W1N4M4HB5LW035890,"22,469 miles, automated manual transmission, all wheel drive, 23 city / 31 hwy, 5 Seats","Keyless Ignition, Multi-Zone Climate Control, Rain-Sensing Wipers, Steering Wheel Controls, Handsfree/Bluetooth Integration, No pressure, Rear-View Camera, Automatic Headlights, Roof Rails, Turn Signal Mirrors"
2017 Mazda 3,"$19,990",JM1BN1M30H1131410,"64,435 miles, automatic transmission, front wheel drive, 26 city / 35 hwy, 5 Seats","Heated Seats, Keyless Start, Navigation System, Tilt & Telescoping Wheel, Bluetooth Wireless, Blind-Spot Monitor, Head-Up Display, Fog Lights"
2019 Audi S4,"$47,499",WAUB4AF46KA103446,"12,471 miles, automatic transmission, all wheel drive, 349 horsepower, gas engine, 21 city / 30 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Steering Wheel, Navigation System, Rain-Sensing Wipers, Rear Heated Seats, Remote Keyless Entry, Seat Memory, Steering Wheel Controls, Android Auto, Apple Carplay, Bang & Olufsen Sound System, Smart Device Integration, Blind Spot Monitor, Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, Turn Signal Mirrors"
2018 Nissan Pathfinder,"$21,499",5N1DR2MN3JC616537,"93,512 miles, automatic transmission, front wheel drive, 284 horsepower, gas engine, 20 city / 27 hwy, 7 Seats","Adaptive Cruise Control, Auto Climate Control, Heated Seats, Heated Steering Wheel, Navigation System, Passive Keyless Entry, Power Liftgate, Remote Start, Seat Memory, Steering Wheel Controls, Three-Zone Climate Control, Handsfree/Bluetooth Integration, Blind Spot Monitor, Individual Tire Pressure Monitoring System, Rear Parking Sensors, Rear-View Camera, Stability Control, Automatic Headlights, Heated Mirrors, Roof Rails, Turn Signal Mirrors"
